0.000000	0.000000	0.000000
-0.003196	-0.006413	0.670156
-0.014850	-0.009854	1.360271
-0.031714	-0.014740	2.068758
-0.049843	-0.022120	2.793299
-0.068598	-0.033173	3.531295
-0.095098	-0.042505	4.285269
-0.126783	-0.052536	5.056594
-0.160582	-0.061032	5.842648
-0.194794	-0.070287	6.640658
-0.232944	-0.080018	7.452728
-0.275831	-0.090027	8.271672
-0.319867	-0.097355	9.092686
-0.360026	-0.104045	9.929929
-0.407464	-0.113212	10.766620
-0.454995	-0.124222	11.620355
-0.508746	-0.136190	12.480423
-0.563381	-0.147662	13.344624
-0.624903	-0.159850	14.221273
-0.684946	-0.173656	15.110201
-0.742364	-0.189265	16.002418
-0.803167	-0.202278	16.899683
-0.863821	-0.216489	17.802579
-0.926479	-0.231807	18.706651
-0.988308	-0.246240	19.620746
-1.053256	-0.260939	20.541325
-1.120720	-0.276849	21.459176
-1.185993	-0.291010	22.385628
-1.246730	-0.300934	23.316431
-1.308422	-0.309714	24.252215
-1.369845	-0.318308	25.199280
-1.431835	-0.326085	26.146226
-1.491352	-0.336741	27.099539
-1.548173	-0.350210	28.058908
-1.606404	-0.362294	29.035227
-1.662345	-0.374602	30.015413
-1.713021	-0.384237	30.984061
-1.769518	-0.392197	31.958034
-1.838679	-0.402953	32.930713
-1.906917	-0.415618	33.911588
-1.975523	-0.431394	34.896150
-2.051114	-0.447807	35.886722
-2.124979	-0.462622	36.885215
-2.194877	-0.474766	37.870470
-2.267303	-0.487148	38.872614
-2.346562	-0.495738	39.860118
-2.422021	-0.503396	40.862227
-2.493602	-0.511597	41.849788
-2.569793	-0.520354	42.835388
-2.643614	-0.530018	43.828688
-2.713784	-0.538873	44.808884
-2.791530	-0.548669	45.795202
-2.870493	-0.560896	46.763305
-2.944586	-0.571347	47.713750
-3.023989	-0.582209	48.678221
-3.101466	-0.597024	49.652511
-3.177515	-0.610121	50.619517
-3.252030	-0.621261	51.576022
-3.322327	-0.633768	52.527988
-3.397126	-0.646127	53.479186
-3.474257	-0.658162	54.426189
-3.548446	-0.668019	55.375462
-3.625031	-0.674007	56.322329
-3.708513	-0.678540	57.267905
-3.790079	-0.683928	58.201361
-3.871441	-0.689482	59.119903
-3.954388	-0.698653	60.033215
-4.041510	-0.712446	60.939081
-4.126028	-0.729515	61.826715
-4.211194	-0.745796	62.717884
-4.292630	-0.758296	63.576808
-4.375182	-0.771765	64.422865
-4.455986	-0.785935	65.251295
-4.536572	-0.798208	66.071681
-4.615719	-0.807804	66.878423
-4.700631	-0.815200	67.676523
-4.784885	-0.821309	68.466093
-4.870015	-0.826633	69.239397
-4.957248	-0.834329	69.988993
-5.039320	-0.843757	70.715349
-5.115695	-0.851438	71.423682
-5.196051	-0.857642	72.117457
-5.274828	-0.870689	72.791263
-5.348790	-0.888521	73.448038
-5.417257	-0.901850	74.087868
-5.475289	-0.915559	74.702256
-5.533716	-0.927330	75.303583
-5.599546	-0.939485	75.891094
-5.668345	-0.951547	76.470245
-5.719587	-0.963161	77.034072
-5.758415	-0.975733	77.582215
-5.791236	-0.991013	78.114380
-5.828102	-1.000181	78.632716
-5.860489	-1.008672	79.138670
-5.877397	-1.015446	79.632924
-5.870276	-1.020872	80.118455
-5.845367	-1.029784	80.589092
-5.806780	-1.038275	81.048519
-5.753072	-1.046556	81.500504
-5.680254	-1.053862	81.946005
-5.588446	-1.060321	82.380616
-5.475639	-1.068772	82.802747
-5.344447	-1.080690	83.208629
-5.190186	-1.091868	83.597225
-5.013496	-1.101590	83.969808
-4.817312	-1.109636	84.321138
-4.598547	-1.117810	84.652468
-4.358472	-1.129378	84.962781
-4.103251	-1.145371	85.249632
-3.828435	-1.158568	85.518863
-3.540357	-1.169523	85.771495
-3.235786	-1.179317	86.002741
-2.915525	-1.189672	86.211912
-2.582953	-1.199694	86.397448
-2.249882	-1.212098	86.572437
-1.915532	-1.225195	86.733044
-1.571078	-1.237714	86.874527
-1.215197	-1.248442	86.988717
-0.845586	-1.256317	87.079837
-0.479146	-1.265659	87.170015
-0.114541	-1.278979	87.265804
0.252331	-1.298796	87.366030
0.634353	-1.321278	87.452526
1.028414	-1.340679	87.519091
1.433827	-1.356631	87.571539
1.846233	-1.363840	87.616119
2.266237	-1.370524	87.665349
2.705252	-1.388982	87.721198
3.160454	-1.418364	87.770552
3.628370	-1.445405	87.812209
4.110802	-1.468508	87.846112
4.607831	-1.489273	87.873743
5.119887	-1.509755	87.899616
5.649863	-1.531434	87.925523
6.195656	-1.553965	87.952377
6.759345	-1.577381	87.977696
7.340777	-1.601408	88.001416
7.944364	-1.626044	88.022586
8.564168	-1.652126	88.042345
9.203451	-1.679160	88.063190
9.857427	-1.706802	88.082863
10.532091	-1.734676	88.097059
11.223956	-1.764284	88.114539
11.930169	-1.794477	88.138304
12.648241	-1.824773	88.165022
13.386148	-1.854612	88.197024
14.139152	-1.886558	88.234542
14.898756	-1.918839	88.277915
15.674523	-1.950219	88.329546
16.469132	-1.980697	88.384697
17.263561	-2.014187	88.444591
18.063299	-2.050076	88.500488
18.862699	-2.086291	88.563020
19.674708	-2.124740	88.623529
20.486901	-2.167325	88.683738
21.307212	-2.213271	88.745262
22.130160	-2.256503	88.802189
22.953261	-2.301244	88.864959
23.770523	-2.345779	88.927429
24.583715	-2.389252	88.989936
25.397920	-2.432339	89.051689
26.211892	-2.475493	89.111443
27.024259	-2.518976	89.167363
27.835887	-2.561801	89.218128
28.649033	-2.604422	89.263262
29.454533	-2.646622	89.298199
30.255050	-2.686354	89.325610
31.055143	-2.724533	89.341217
31.852936	-2.763723	89.349767
32.647539	-2.803479	89.351005
33.437827	-2.840813	89.339627
34.219486	-2.878540	89.320643
34.999524	-2.917719	89.293745
35.772382	-2.956399	89.257916
36.542159	-2.992474	89.216917
37.304519	-3.030366	89.167456
38.049448	-3.071075	89.105790
38.792301	-3.109892	89.042618
39.527882	-3.146280	88.973330
40.259181	-3.183373	88.900637
40.977531	-3.218671	88.822007
41.682748	-3.252159	88.742593
42.381275	-3.284275	88.665404
43.067169	-3.317114	88.589813
43.736266	-3.350144	88.514404
44.388032	-3.381993	88.442319
45.015742	-3.415455	88.376911
45.635816	-3.447439	88.318141
46.234768	-3.479314	88.268599
46.811606	-3.510735	88.228294
47.372967	-3.541619	88.200428
47.918139	-3.570900	88.184992
48.449284	-3.601386	88.185253
48.973860	-3.632567	88.202777
49.494635	-3.662085	88.235696
50.012706	-3.691086	88.285084
50.527222	-3.719761	88.352979
51.028875	-3.750102	88.443188
51.521521	-3.779785	88.559334
52.008629	-3.806325	88.704503
52.477723	-3.831107	88.874012
52.934212	-3.853698	89.068332
53.378733	-3.875347	89.287239
53.795669	-3.899598	89.532170
54.188624	-3.921367	89.803172
54.555313	-3.940689	90.105750
54.899382	-3.956505	90.433624
55.217153	-3.977073	90.777725
55.512384	-3.998213	91.144544
55.780587	-4.018213	91.533922
56.023278	-4.035138	91.945955
56.236840	-4.050233	92.375435
56.407308	-4.067218	92.790793
56.556382	-4.082243	93.229741
56.688110	-4.095053	93.680500
56.796475	-4.105501	94.135617
56.897983	-4.109903	94.596981
56.999637	-4.113430	95.064047
57.107541	-4.118597	95.540446
57.209182	-4.128436	96.025789
57.299367	-4.133394	96.520654
57.383578	-4.134593	97.023587
57.466609	-4.137234	97.537357
57.556015	-4.144702	98.058028
57.655712	-4.158624	98.589564
57.767373	-4.170460	99.134600
57.881217	-4.178664	99.682617
57.998147	-4.188109	100.247022
58.112502	-4.202320	100.831586
58.229555	-4.217425	101.427068
58.367000	-4.235321	102.029595
58.514361	-4.249742	102.651688
58.660428	-4.262375	103.280508
58.811132	-4.272240	103.916074
58.967647	-4.284874	104.558817
59.118915	-4.299964	105.212188
59.266611	-4.313060	105.876037
59.414819	-4.325689	106.555552
59.570105	-4.341911	107.251553
59.730551	-4.360640	107.964950
59.886494	-4.381874	108.680261
60.037631	-4.397676	109.410015
60.183810	-4.411779	110.142754
60.338442	-4.426073	110.886856
60.493973	-4.443015	111.640138
60.651223	-4.462803	112.408374
60.811127	-4.484958	113.188034
60.969614	-4.506266	113.981874
61.131254	-4.524011	114.784629
61.295904	-4.541096	115.589615
61.455086	-4.560155	116.391872
61.606387	-4.577820	117.206508
61.761373	-4.596963	118.028951
61.915582	-4.615083	118.853537
62.072019	-4.635413	119.689031
62.235091	-4.660589	120.524534
