0.000000	0.000000	0.000000
-0.016401	-0.008145	0.648792
-0.030388	-0.000777	1.348392
-0.044487	-0.019349	2.077857
-0.044487	-0.019349	2.077857
-0.047961	-0.031535	2.782961
-0.073692	-0.046488	3.531321
-0.102066	-0.057085	4.302841
-0.159267	-0.074196	5.053233
-0.136045	-0.079793	5.812530
-0.201483	-0.106316	6.641579
-0.152521	-0.140358	7.258106
-0.229425	-0.157456	8.068971
-0.372766	-0.184827	8.483386
-0.406397	-0.188472	9.298125
-0.237817	-0.176002	9.481596
-0.250913	-0.204693	10.314025
-0.319344	-0.211733	11.194927
-0.426790	-0.258741	12.117683
-0.474853	-0.243837	12.966590
-0.503391	-0.267262	13.806202
-0.577251	-0.279156	14.733526
-0.667037	-0.272400	14.947398
-0.739783	-0.274047	15.879927
-0.775962	-0.324437	16.738947
-0.785205	-0.311873	17.638992
-0.851772	-0.362053	18.490361
-0.934864	-0.362636	19.452806
-1.020783	-0.488023	20.411289
-1.067374	-0.469999	21.328572
-1.076666	-0.484970	22.228087
-1.149036	-0.495408	23.199394
-1.199006	-0.485184	24.178755
-1.188164	-0.514312	25.053108
-1.251277	-0.540744	26.022168
-1.298523	-0.549323	26.994736
-1.298239	-0.555362	27.864786
-1.376013	-0.545863	28.876554
-1.432892	-0.557171	29.852637
-1.502129	-0.594680	30.818197
-1.568302	-0.655450	31.770478
-1.643898	-0.652587	32.731665
-1.687024	-0.668389	33.741891
-1.726585	-0.678316	34.756849
-1.769948	-0.698934	35.708530
-1.847719	-0.731182	36.717255
-1.935516	-0.743431	37.675944
-1.984077	-0.753273	38.656111
-2.032737	-0.742983	39.632263
-2.097440	-0.769702	40.617303
-2.143564	-0.762476	41.553111
-2.236343	-0.775452	42.569786
-2.272902	-0.769827	43.489831
-2.366702	-0.785103	44.456151
-2.418801	-0.778402	45.369488
-2.456202	-0.815021	46.287611
-2.548580	-0.818920	47.284610
-2.575221	-0.820408	48.218549
-2.641663	-0.846343	49.180462
-2.699472	-0.854066	50.130198
-2.765774	-0.887203	51.055146
-2.818971	-0.888402	51.950319
-2.843878	-0.866819	52.836490
-2.898131	-0.885705	53.744669
-2.963179	-0.889860	54.690368
-3.015845	-0.949806	55.565030
-3.096070	-0.891404	56.450229
-3.209993	-0.905727	57.388758
-3.317327	-0.891233	58.269586
-3.407021	-0.899516	59.145941
-3.532173	-0.886681	59.943596
-3.568706	-0.924190	60.756592
-3.640877	-0.909764	61.518307
-3.775107	-0.885127	62.328909
-3.872246	-0.906186	63.054902
-3.976789	-0.907024	63.807359
-4.107721	-0.925632	64.559123
-4.183973	-0.907545	65.338685
-4.253472	-0.901010	66.116776
-4.366100	-0.905330	66.827786
-4.422913	-0.912306	67.544422
-4.494633	-0.959781	68.232845
-4.609906	-0.942555	68.964550
-4.710023	-0.965220	69.621950
-4.806151	-0.984241	70.258484
-4.839459	-0.996817	70.858378
-4.884253	-1.018514	71.438929
-4.933064	-1.024598	72.008867
-4.976550	-1.008711	72.599194
-5.048048	-1.015907	73.166598
-5.063479	-1.017707	73.719746
-5.088062	-1.013117	74.228214
-5.121467	-1.010319	74.729771
-5.214367	-0.983446	75.366540
-5.211157	-0.998525	75.808430
-5.193216	-0.987185	76.300607
-5.167747	-0.980411	76.770090
-5.095730	-0.971844	77.237053
-5.016351	-0.983926	77.682832
-4.931040	-0.995130	78.135103
-4.826466	-1.014228	78.558603
-4.694966	-1.008262	78.987838
-4.559376	-1.021238	79.389648
-4.397777	-1.068682	79.754462
-4.246185	-1.061570	80.084120
-4.046921	-1.076532	80.437346
-3.827640	-1.101153	80.753067
-3.564994	-1.103264	81.026534
-3.285809	-1.083715	81.287329
-3.005159	-1.096253	81.545583
-2.719899	-1.105151	81.788995
-2.414524	-1.127140	82.004158
-2.098872	-1.139413	82.202849
-1.770976	-1.147377	82.386695
-1.430279	-1.179691	82.571673
-1.256338	-1.219292	82.658366
-0.949522	-1.248433	82.769489
-0.521732	-1.258605	82.916217
-0.154953	-1.267364	82.996558
0.212837	-1.266379	83.079945
0.577836	-1.284587	83.158387
0.953904	-1.314672	83.258425
1.227148	-1.319671	83.341212
1.584637	-1.377008	83.388737
2.076271	-1.466814	83.398046
2.486454	-1.454463	83.400745
2.857244	-1.474853	83.394736
2.983441	-1.522669	83.319285
3.175765	-1.549374	83.233228
3.537720	-1.645978	83.166832
3.742343	-1.711948	83.149324
4.061759	-1.854565	83.149571
4.252881	-1.855251	83.114396
4.330942	-1.856376	83.041256
4.862225	-1.855915	83.082643
4.910464	-1.836561	82.909673
4.990139	-1.844387	82.928930
5.579510	-1.841732	82.976636
6.136168	-1.821642	82.983182
6.715066	-1.876115	82.945234
7.373169	-1.913889	82.960974
8.035786	-1.912361	82.943163
8.056629	-1.918519	82.738519
8.745035	-1.957320	82.761536
8.921699	-1.980475	82.600832
9.652978	-2.023012	82.646647
10.424071	-2.042124	82.718161
11.241910	-2.089779	82.823280
